Trial,CurrentMemorySetSize,TimeBetweenShapes,ShapeDuration,TrialType,CurrentScore,MaxScore_Trial,MaxScore_Total,Shape_1_DraggedTo,Shape_1_Score,Shape_1_Placed,Shape_1_CorrectShape,Shape_1_CorrectPosition,Shape_1_CorrectColors,Shape_1_CorrectShapes,Shape_2_DraggedTo,Shape_2_Score,Shape_2_Placed,Shape_2_CorrectShape,Shape_2_CorrectPosition,Shape_2_CorrectColors,Shape_2_CorrectShapes,Shape_3_DraggedTo,Shape_3_Score,Shape_3_Placed,Shape_3_CorrectShape,Shape_3_CorrectPosition,Shape_3_CorrectColors,Shape_3_CorrectShapes,Shape_4_DraggedTo,Shape_4_Score,Shape_4_Placed,Shape_4_CorrectShape,Shape_4_CorrectPosition,Shape_4_CorrectColors,Shape_4_CorrectShapes,FinalScore,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,9,5,9,10,9,9,6,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
9,3,1.0,0.8,ExperimentalTrials,465,105,690,5,15,10,10,5,9,6,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,8,30,6,6,8,5,6,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,10,0,1,1,7,1,5,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
10,3,0.6,0.7,ExperimentalTrials,570,105,795,5,15,9,9,5,9,5,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,12,30,14,14,12,13,6,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,3,60,2,2,3,1,6,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
11,3,0.2,0.6,ExperimentalTrials,675,105,900,14,15,1,1,14,1,5,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,11,30,6,6,11,5,6,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,8,60,10,10,8,9,6,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
12,3,1.0,0.8,ExperimentalTrials,690,105,1005,11,15,10,10,11,9,6,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,14,0,15,15,13,13,7,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,12,0,5,5,12,5,5,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
13,3,0.6,0.7,ExperimentalTrials,715,105,1110,15,15,11,11,15,9,7,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,10,5,5,6,10,5,6,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,9,5,2,0,9,1,4,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
14,3,0.2,0.6,ExperimentalTrials,820,105,1215,2,15,2,2,2,1,6,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,10,30,15,15,10,13,7,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,6,60,9,9,6,9,5,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
15,4,1.0,1.0,ExperimentalTrials,840,225,1440,15,15,1,1,15,1,5,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,3,5,2,3,3,1,7,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,10,0,3,0,9,1,4,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,2,10,1,6,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
16,4,0.6,0.9,ExperimentalTrials,1065,225,1665,8,15,5,5,8,5,5,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,10,30,13,13,10,13,5,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,5,60,1,1,5,1,5,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,120,9,9,13,9,5,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
17,4,0.2,0.8,ExperimentalTrials,1115,225,1890,4,15,1,1,4,1,5,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,7,10,13,5,7,5,5,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,6,10,5,13,6,13,5,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,9,9,5,9,5,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
18,4,1.0,0.8,ExperimentalTrials,1130,225,2115,5,5,4,7,5,5,7,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,8,5,6,12,8,13,4,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,13,0,0,8,14,9,4,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,9,0,9,1,4,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
19,4,0.6,0.7,ExperimentalTrials,1165,225,2340,1,15,9,9,1,9,5,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,0,10,5,13,0,13,5,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,4,10,13,5,4,5,5,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,2,7,1,6,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
20,4,0.2,0.6,ExperimentalTrials,1270,225,2565,0,15,14,14,0,13,6,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,4,30,12,12,4,13,4,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,3,60,15,15,3,13,7,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,10,9,8,9,5,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
21,4,1.0,0.8,ExperimentalTrials,1320,225,2790,9,15,7,7,9,5,7,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,15,30,0,0,15,1,4,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,12,5,13,12,12,13,4,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,10,8,11,9,4,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
22,4,0.6,0.7,ExperimentalTrials,1335,225,3015,6,0,1,1,7,1,5,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,11,15,0,0,11,1,4,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,15,0,14,14,5,13,6,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,12,15,15,13,7,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
23,4,0.2,0.6,ExperimentalTrials,1385,225,3240,7,15,7,7,7,5,7,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,13,30,11,11,13,9,7,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,1,5,1,0,1,1,4,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,12,12,2,13,4,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
24,4,1.0,0.8,ExperimentalTrials,1405,225,3465,5,15,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,2,5,14,12,2,13,4,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,8,0,1,3,4,1,7,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,10,14,9,6,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
25,4,0.6,0.7,ExperimentalTrials,1435,225,3690,6,15,11,11,6,9,7,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,1,5,13,12,1,13,4,,,,,,,,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,13,5,1,2,13,1,6,,,,,,,,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,6,5,10,5,5,,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435,2016_Nov_14_1456,60.0306445146,Shapebuilder_8_8_2016,001,ellie,
