Trial,CurrentMemorySetSize,TimeBetweenShapes,ShapeDuration,TrialType,CurrentScore,MaxScore_Trial,MaxScore_Total,Shape_1_DraggedTo,Shape_1_Score,Shape_1_Placed,Shape_1_CorrectShape,Shape_1_CorrectPosition,Shape_1_CorrectColors,Shape_1_CorrectShapes,Shape_2_DraggedTo,Shape_2_Score,Shape_2_Placed,Shape_2_CorrectShape,Shape_2_CorrectPosition,Shape_2_CorrectColors,Shape_2_CorrectShapes,Shape_3_DraggedTo,Shape_3_Score,Shape_3_Placed,Shape_3_CorrectShape,Shape_3_CorrectPosition,Shape_3_CorrectColors,Shape_3_CorrectShapes,Shape_4_DraggedTo,Shape_4_Score,Shape_4_Placed,Shape_4_CorrectShape,Shape_4_CorrectPosition,Shape_4_CorrectColors,Shape_4_CorrectShapes,FinalScore,date,frameRate,expName,session,participant,
5,2,0.2,0.6,ExperimentalTrials,270,45,270,2,15,5,5,2,5,5,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,14,30,14,14,14,13,6,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
6,3,1.0,1.0,ExperimentalTrials,375,105,375,4,15,11,11,4,9,7,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,9,30,7,7,9,5,7,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,13,60,15,15,13,13,7,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
7,3,0.6,0.9,ExperimentalTrials,480,105,480,7,15,8,8,7,9,4,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,0,30,0,0,0,1,4,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,2,60,4,4,2,5,4,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
8,3,0.2,0.8,ExperimentalTrials,515,105,585,9,15,6,6,9,5,6,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,3,5,4,5,3,5,5,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,15,15,7,7,15,5,7,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
9,3,1.0,0.8,ExperimentalTrials,620,105,690,8,15,5,5,8,5,5,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,14,30,12,12,14,13,4,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,5,60,0,0,5,1,4,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
10,3,0.6,0.7,ExperimentalTrials,725,105,795,13,15,10,10,13,9,6,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,7,30,6,6,7,5,6,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,15,60,13,13,15,13,5,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
11,3,0.2,0.6,ExperimentalTrials,830,105,900,11,15,6,6,11,5,6,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,5,30,9,9,5,9,5,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,9,60,8,8,9,9,4,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
12,3,1.0,0.8,ExperimentalTrials,935,105,1005,6,15,1,1,6,1,5,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,0,30,14,14,0,13,6,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,1,60,4,4,1,5,4,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
13,3,0.6,0.7,ExperimentalTrials,975,105,1110,13,15,2,2,13,1,6,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,7,10,5,9,7,9,5,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,12,15,15,15,12,13,7,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
14,3,0.2,0.6,ExperimentalTrials,990,105,1215,6,0,12,12,10,13,4,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,11,0,5,5,7,5,5,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,5,15,3,3,5,1,7,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
15,4,1.0,1.0,ExperimentalTrials,1215,225,1440,5,15,4,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,14,30,0,0,14,1,4,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,2,60,8,8,2,9,4,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,120,12,12,15,13,4,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
16,4,0.6,0.9,ExperimentalTrials,1230,225,1665,7,15,13,13,7,13,5,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,6,0,9,9,9,9,5,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,9,0,5,5,0,5,5,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,4,1,5,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
17,4,0.2,0.8,ExperimentalTrials,1275,225,1890,8,15,10,10,8,9,6,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,14,30,2,2,14,1,6,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,11,0,14,14,7,13,6,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,6,11,5,6,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
18,4,1.0,0.8,ExperimentalTrials,1380,225,2115,12,15,6,6,12,5,6,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,14,30,7,7,14,5,7,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,0,60,5,5,0,5,5,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,15,12,13,13,4,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
19,4,0.6,0.7,ExperimentalTrials,1485,225,2340,5,15,11,11,5,9,7,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,0,30,10,10,0,9,6,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,13,60,8,8,13,9,4,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,15,13,7,13,5,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
20,4,0.2,0.6,ExperimentalTrials,1500,225,2565,10,15,11,11,10,9,7,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,12,0,3,3,4,1,7,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,4,0,7,7,12,5,7,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,14,14,11,13,6,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
21,4,1.0,0.8,ExperimentalTrials,1520,225,2790,9,15,13,13,9,13,5,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,8,0,3,3,0,1,7,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,8,1,4,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,2,5,1,6,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
22,4,0.6,0.7,ExperimentalTrials,1625,225,3015,14,15,15,15,14,13,7,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,1,30,7,7,1,5,7,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,9,60,11,11,9,9,7,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,9,2,7,1,6,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
23,4,0.2,0.6,ExperimentalTrials,1735,225,3240,9,15,14,14,9,13,6,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,11,30,6,6,11,5,6,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,5,60,2,2,5,1,6,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,9,8,10,9,4,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
24,4,1.0,0.8,ExperimentalTrials,1790,225,3465,10,15,4,4,10,5,4,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,8,30,13,13,8,13,5,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,7,5,3,2,7,1,6,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,10,11,4,9,7,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
25,4,0.6,0.7,ExperimentalTrials,1790,225,3690,6,0,8,14,12,13,6,,,,,,,,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,12,0,15,7,13,5,7,,,,,,,,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,13,0,4,8,6,9,4,,,,,,,,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,8,1,10,1,5,,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790,2016_Nov_16_1306,60.0240030474,Shapebuilder_8_8_2016,001,sarah,
